trade_id,entry_time,exit_time,duration_days,side,entry_price,exit_price,pnl,return_pct,trade_result,exit_reason
TRD_000031,2020-08-18 16:00,2020-08-18 20:00,0.17,LONG,11985.59,11941.43,-53.53,-0.57%,LOSS,sell_signal
TRD_000032,2020-08-19 00:00,2020-08-19 04:00,0.17,LONG,11840.66,11819.79,-35.23,-0.38%,LOSS,sell_signal
TRD_000033,2020-08-31 12:00,2020-08-31 16:00,0.17,LONG,11745.68,11721.48,-37.88,-0.41%,LOSS,sell_signal
TRD_000034,2020-08-31 20:00,2020-09-01 00:00,0.17,LONG,11653.0,11687.98,9.28,0.1%,WIN,sell_signal
TRD_000035,2020-09-01 04:00,2020-09-01 08:00,0.17,LONG,11927.32,11865.43,-66.84,-0.72%,LOSS,sell_signal
TRD_000036,2020-09-01 12:00,2020-09-01 16:00,0.17,LONG,12042.94,11953.82,-86.77,-0.94%,LOSS,sell_signal
TRD_000037,2020-09-01 20:00,2020-09-02 00:00,0.17,LONG,11925.55,11831.46,-90.43,-0.99%,LOSS,sell_signal
TRD_000038,2020-09-02 04:00,2020-09-02 08:00,0.17,LONG,11726.36,11402.6,-268.03,-2.96%,LOSS,sell_signal
TRD_000039,2020-09-15 08:00,2020-09-15 12:00,0.17,LONG,10824.4,10781.22,-52.62,-0.6%,LOSS,sell_signal
TRD_000040,2020-09-15 16:00,2020-09-15 20:00,0.17,LONG,10786.6,10782.07,-21.14,-0.24%,LOSS,sell_signal
TRD_000041,2020-09-16 00:00,2020-09-16 04:00,0.17,LONG,10782.64,10912.22,87.23,1.0%,WIN,sell_signal
TRD_000042,2020-09-16 08:00,2020-09-16 12:00,0.17,LONG,10902.26,11001.69,62.62,0.71%,WIN,sell_signal
TRD_000043,2020-09-16 16:00,2020-09-16 20:00,0.17,LONG,10985.49,10950.72,-45.78,-0.52%,LOSS,sell_signal
TRD_000044,2020-09-17 00:00,2020-09-17 04:00,0.17,LONG,10875.35,10879.13,-14.59,-0.17%,LOSS,sell_signal
TRD_000045,2020-09-17 08:00,2020-09-17 12:00,0.17,LONG,10880.91,10835.06,-54.7,-0.62%,LOSS,sell_signal
TRD_000046,2020-09-17 16:00,2020-09-17 20:00,0.17,LONG,10919.9,10936.71,-4.05,-0.05%,LOSS,sell_signal
TRD_000047,2020-09-18 00:00,2020-09-18 04:00,0.17,LONG,10927.64,10950.85,1.07,0.01%,WIN,sell_signal
TRD_000048,2020-09-18 08:00,2020-09-18 12:00,0.17,LONG,10980.55,10896.1,-84.73,-0.97%,LOSS,sell_signal
TRD_000049,2020-09-18 16:00,2020-09-18 20:00,0.17,LONG,10869.81,10930.11,30.69,0.35%,WIN,sell_signal
TRD_000050,2020-09-19 00:00,2020-09-19 04:00,0.17,LONG,10979.29,10897.02,-82.49,-0.95%,LOSS,sell_signal
TRD_000051,2020-09-19 08:00,2020-09-19 12:00,0.17,LONG,11143.34,11087.23,-60.56,-0.7%,LOSS,sell_signal
TRD_000052,2020-09-19 16:00,2020-09-19 20:00,0.17,LONG,11057.52,11077.33,-1.8,-0.02%,LOSS,sell_signal
TRD_000053,2020-09-20 00:00,2020-09-20 04:00,0.17,LONG,10952.09,10959.32,-11.47,-0.13%,LOSS,sell_signal
TRD_000054,2020-09-20 08:00,2020-09-20 12:00,0.17,LONG,10954.46,10831.33,-112.97,-1.32%,LOSS,sell_signal
TRD_000055,2020-09-26 00:00,2020-09-26 04:00,0.17,LONG,10708.07,10702.63,-21.13,-0.25%,LOSS,sell_signal
TRD_000056,2020-09-26 08:00,2020-09-26 12:00,0.17,LONG,10713.15,10717.78,-13.18,-0.16%,LOSS,sell_signal
TRD_000057,2020-09-26 16:00,2020-09-26 20:00,0.17,LONG,10721.77,10725.38,-13.96,-0.17%,LOSS,sell_signal
TRD_000058,2020-09-27 00:00,2020-09-27 04:00,0.17,LONG,10784.43,10668.08,-107.07,-1.28%,LOSS,sell_signal
TRD_000059,2020-09-27 12:00,2020-09-27 16:00,0.17,LONG,10758.05,10728.78,-39.02,-0.47%,LOSS,sell_signal
TRD_000060,2020-09-27 20:00,2020-09-28 00:00,0.17,LONG,10777.48,10881.87,63.2,0.77%,WIN,sell_signal
TRD_000061,2020-09-28 04:00,2020-09-28 08:00,0.17,LONG,10857.26,10874.65,-3.32,-0.04%,LOSS,sell_signal
TRD_000062,2020-09-28 12:00,2020-09-28 16:00,0.17,LONG,10905.17,10865.74,-46.54,-0.56%,LOSS,sell_signal
TRD_000063,2020-09-28 20:00,2020-09-29 00:00,0.17,LONG,10699.33,10686.73,-26.19,-0.32%,LOSS,sell_signal
TRD_000064,2020-09-29 04:00,2020-09-29 08:00,0.17,LONG,10730.21,10755.69,3.06,0.04%,WIN,sell_signal
TRD_000065,2020-09-29 12:00,2020-09-29 16:00,0.17,LONG,10729.16,10734.27,-12.53,-0.15%,LOSS,sell_signal
TRD_000066,2020-09-29 20:00,2020-09-30 00:00,0.17,LONG,10843.73,10738.86,-95.75,-1.17%,LOSS,sell_signal
TRD_000067,2020-10-01 08:00,2020-10-01 12:00,0.17,LONG,10906.43,10713.02,-159.99,-1.97%,LOSS,sell_signal
TRD_000068,2020-10-05 20:00,2020-10-06 00:00,0.17,LONG,10795.45,10762.06,-40.49,-0.51%,LOSS,sell_signal
TRD_000069,2020-10-06 04:00,2020-10-06 08:00,0.17,LONG,10714.36,10694.12,-30.77,-0.39%,LOSS,sell_signal
TRD_000070,2020-10-06 12:00,2020-10-06 16:00,0.17,LONG,10738.23,10568.19,-140.48,-1.78%,LOSS,sell_signal
TRD_000071,2020-10-08 12:00,2020-10-08 16:00,0.17,LONG,10900.23,10875.57,-32.99,-0.43%,LOSS,sell_signal
TRD_000072,2020-10-08 20:00,2020-10-09 00:00,0.17,LONG,10928.85,10883.92,-47.08,-0.61%,LOSS,sell_signal
TRD_000073,2020-10-09 04:00,2020-10-09 08:00,0.17,LONG,10897.27,11047.11,89.94,1.17%,WIN,sell_signal
TRD_000074,2020-10-09 12:00,2020-10-09 16:00,0.17,LONG,11089.91,11030.97,-56.67,-0.73%,LOSS,sell_signal
TRD_000075,2020-10-09 20:00,2020-10-10 00:00,0.17,LONG,11053.96,11409.54,231.93,3.01%,WIN,sell_signal
TRD_000076,2020-10-10 04:00,2020-10-10 08:00,0.17,LONG,11384.71,11314.06,-65.01,-0.82%,LOSS,sell_signal
TRD_000077,2020-10-10 12:00,2020-10-10 16:00,0.17,LONG,11352.6,11347.68,-19.13,-0.24%,LOSS,sell_signal
TRD_000078,2020-10-10 20:00,2020-10-11 00:00,0.17,LONG,11296.61,11328.6,6.5,0.08%,WIN,sell_signal
TRD_000079,2020-10-11 04:00,2020-10-11 08:00,0.17,LONG,11353.42,11369.09,-4.87,-0.06%,LOSS,sell_signal
TRD_000080,2020-10-11 12:00,2020-10-11 16:00,0.17,LONG,11408.89,11330.62,-69.46,-0.89%,LOSS,sell_signal
TRD_000081,2020-10-11 20:00,2020-10-12 00:00,0.17,LONG,11372.43,11381.58,-9.3,-0.12%,LOSS,sell_signal
TRD_000082,2020-10-12 04:00,2020-10-12 08:00,0.17,LONG,11382.75,11241.04,-112.14,-1.44%,LOSS,sell_signal
TRD_000083,2020-10-12 12:00,2020-10-12 16:00,0.17,LONG,11552.84,11543.47,-21.52,-0.28%,LOSS,sell_signal
TRD_000084,2020-10-12 20:00,2020-10-13 00:00,0.17,LONG,11531.71,11454.8,-66.12,-0.87%,LOSS,sell_signal
TRD_000085,2020-10-13 04:00,2020-10-13 08:00,0.17,LONG,11455.44,11482.91,3.0,0.04%,WIN,sell_signal
TRD_000086,2020-10-13 12:00,2020-10-13 16:00,0.17,LONG,11388.57,11384.41,-17.9,-0.24%,LOSS,sell_signal
TRD_000087,2020-10-13 20:00,2020-10-14 00:00,0.17,LONG,11423.99,11386.58,-39.81,-0.53%,LOSS,sell_signal
TRD_000088,2020-10-14 04:00,2020-10-14 08:00,0.17,LONG,11418.46,11359.51,-53.77,-0.72%,LOSS,sell_signal
TRD_000089,2020-10-19 04:00,2020-10-19 08:00,0.17,LONG,11465.83,11473.56,-9.89,-0.13%,LOSS,sell_signal
TRD_000090,2020-10-19 12:00,2020-10-19 16:00,0.17,LONG,11803.54,11686.48,-88.69,-1.19%,LOSS,sell_signal
TRD_000091,2020-10-19 20:00,2020-10-20 00:00,0.17,LONG,11755.0,11737.48,-25.68,-0.35%,LOSS,sell_signal
TRD_000092,2020-10-20 04:00,2020-10-20 08:00,0.17,LONG,11738.98,11775.33,8.02,0.11%,WIN,sell_signal
TRD_000093,2020-10-20 12:00,2020-10-20 16:00,0.17,LONG,11929.98,11908.78,-27.72,-0.38%,LOSS,sell_signal
TRD_000094,2020-10-20 20:00,2020-10-21 00:00,0.17,LONG,11913.56,12178.66,147.97,2.02%,WIN,sell_signal
TRD_000095,2020-10-21 04:00,2020-10-21 08:00,0.17,LONG,12201.81,12331.3,64.19,0.86%,WIN,sell_signal
TRD_000096,2020-10-21 12:00,2020-10-21 16:00,0.17,LONG,12738.82,12676.95,-51.58,-0.69%,LOSS,sell_signal
TRD_000097,2020-10-21 20:00,2020-10-22 00:00,0.17,LONG,12784.79,12714.44,-56.04,-0.75%,LOSS,sell_signal
TRD_000098,2020-10-22 04:00,2020-10-22 08:00,0.17,LONG,12755.38,12963.12,105.88,1.43%,WIN,sell_signal
TRD_000099,2020-10-22 12:00,2020-10-22 16:00,0.17,LONG,12933.88,13068.56,63.23,0.84%,WIN,sell_signal
TRD_000100,2020-10-22 20:00,2020-10-23 00:00,0.17,LONG,12972.41,12956.12,-24.7,-0.33%,LOSS,sell_signal
TRD_000101,2020-10-23 04:00,2020-10-23 08:00,0.17,LONG,12887.49,12965.07,30.36,0.4%,WIN,sell_signal
TRD_000102,2020-10-23 12:00,2020-10-23 16:00,0.17,LONG,12924.97,12915.11,-20.97,-0.28%,LOSS,sell_signal
TRD_000103,2020-10-23 20:00,2020-10-24 00:00,0.17,LONG,12926.95,12963.85,6.45,0.09%,WIN,sell_signal
TRD_000104,2020-10-24 04:00,2020-10-24 08:00,0.17,LONG,12928.67,12987.0,19.01,0.25%,WIN,sell_signal
TRD_000105,2020-10-24 12:00,2020-10-24 16:00,0.17,LONG,13103.93,13114.3,-9.19,-0.12%,LOSS,sell_signal
TRD_000106,2020-10-24 20:00,2020-10-25 00:00,0.17,LONG,13115.66,13291.51,86.47,1.14%,WIN,sell_signal
TRD_000107,2020-10-25 04:00,2020-10-25 08:00,0.17,LONG,13031.15,12947.84,-64.37,-0.84%,LOSS,sell_signal
TRD_000108,2020-10-25 12:00,2020-10-25 16:00,0.17,LONG,12944.62,13038.25,39.77,0.52%,WIN,sell_signal
TRD_000109,2020-10-25 20:00,2020-10-26 00:00,0.17,LONG,13032.74,13090.6,18.63,0.24%,WIN,sell_signal
TRD_000110,2020-10-26 04:00,2020-10-26 08:00,0.17,LONG,13040.99,13141.06,43.45,0.57%,WIN,sell_signal
TRD_000111,2020-10-26 12:00,2020-10-26 16:00,0.17,LONG,12982.3,13000.6,-4.57,-0.06%,LOSS,sell_signal
TRD_000112,2020-10-27 08:00,2020-10-27 12:00,0.17,LONG,13453.83,13605.16,71.2,0.92%,WIN,sell_signal
TRD_000113,2020-10-27 16:00,2020-10-27 20:00,0.17,LONG,13660.99,13632.08,-32.01,-0.41%,LOSS,sell_signal
TRD_000114,2020-10-28 04:00,2020-10-28 08:00,0.17,LONG,13668.47,13314.33,-216.03,-2.79%,LOSS,sell_signal
TRD_000115,2020-10-28 12:00,2020-10-28 16:00,0.17,LONG,13225.23,13161.36,-51.4,-0.68%,LOSS,sell_signal
TRD_000116,2020-10-28 20:00,2020-10-29 00:00,0.17,LONG,13270.38,13277.01,-11.23,-0.15%,LOSS,sell_signal
TRD_000117,2020-10-29 04:00,2020-10-29 08:00,0.17,LONG,13142.81,13048.14,-68.68,-0.92%,LOSS,sell_signal
TRD_000118,2020-10-29 12:00,2020-10-29 16:00,0.17,LONG,13440.98,13488.46,11.32,0.15%,WIN,sell_signal
TRD_000119,2020-10-31 00:00,2020-10-31 04:00,0.17,LONG,13495.59,13572.07,27.14,0.37%,WIN,sell_signal
TRD_000120,2020-10-31 08:00,2020-10-31 12:00,0.17,LONG,13944.18,13847.86,-66.21,-0.89%,LOSS,sell_signal
TRD_000121,2020-10-31 16:00,2020-10-31 20:00,0.17,LONG,13786.0,13786.86,-14.29,-0.19%,LOSS,sell_signal
TRD_000122,2020-11-01 00:00,2020-11-01 04:00,0.17,LONG,13694.12,13788.37,35.88,0.49%,WIN,sell_signal
TRD_000123,2020-11-01 08:00,2020-11-01 12:00,0.17,LONG,13700.69,13795.87,36.53,0.49%,WIN,sell_signal
TRD_000124,2020-11-01 16:00,2020-11-01 20:00,0.17,LONG,13794.02,13757.37,-34.58,-0.47%,LOSS,sell_signal
TRD_000125,2020-11-02 00:00,2020-11-02 04:00,0.17,LONG,13701.65,13736.87,4.2,0.06%,WIN,sell_signal
TRD_000126,2020-11-02 08:00,2020-11-02 12:00,0.17,LONG,13406.2,13494.95,34.14,0.46%,WIN,sell_signal
TRD_000127,2020-11-02 16:00,2020-11-02 20:00,0.17,LONG,13557.72,13545.31,-21.67,-0.29%,LOSS,sell_signal
TRD_000128,2020-11-04 00:00,2020-11-04 04:00,0.17,LONG,13901.68,13596.38,-177.46,-2.39%,LOSS,sell_signal
TRD_000129,2020-11-04 08:00,2020-11-04 12:00,0.17,LONG,13725.11,13907.3,81.48,1.13%,WIN,sell_signal
TRD_000130,2020-11-04 16:00,2020-11-04 20:00,0.17,LONG,14106.49,14139.77,2.61,0.04%,WIN,sell_signal
TRD_000131,2020-11-05 00:00,2020-11-05 04:00,0.17,LONG,14315.58,14471.53,65.02,0.89%,WIN,sell_signal
TRD_000132,2020-11-05 08:00,2020-11-05 12:00,0.17,LONG,14722.02,15075.74,162.48,2.2%,WIN,sell_signal
TRD_000133,2020-11-05 16:00,2020-11-05 20:00,0.17,LONG,15125.42,15585.34,214.16,2.84%,WIN,sell_signal
TRD_000134,2020-11-06 00:00,2020-11-06 04:00,0.17,LONG,15435.11,15728.58,131.9,1.7%,WIN,sell_signal
TRD_000135,2020-11-06 08:00,2020-11-06 12:00,0.17,LONG,15577.03,15406.65,-102.04,-1.29%,LOSS,sell_signal
TRD_000136,2020-11-06 16:00,2020-11-06 20:00,0.17,LONG,15440.62,15575.25,52.28,0.67%,WIN,sell_signal
TRD_000137,2020-11-07 00:00,2020-11-07 04:00,0.17,LONG,15549.86,15439.78,-71.16,-0.91%,LOSS,sell_signal
TRD_000138,2020-11-07 08:00,2020-11-07 12:00,0.17,LONG,15520.6,15333.31,-109.24,-1.41%,LOSS,sell_signal
TRD_000139,2020-11-07 16:00,2020-11-07 20:00,0.17,LONG,14647.91,14813.85,71.4,0.93%,WIN,sell_signal
TRD_000140,2020-11-08 00:00,2020-11-08 04:00,0.17,LONG,14961.9,14927.05,-33.46,-0.43%,LOSS,sell_signal
TRD_000141,2020-11-08 08:00,2020-11-08 12:00,0.17,LONG,15175.55,15348.87,72.46,0.94%,WIN,sell_signal
TRD_000142,2020-11-08 16:00,2020-11-08 20:00,0.17,LONG,15344.07,15470.46,48.42,0.62%,WIN,sell_signal
TRD_000143,2020-11-09 00:00,2020-11-09 04:00,0.17,LONG,15438.71,15298.67,-86.52,-1.11%,LOSS,sell_signal
TRD_000144,2020-11-09 08:00,2020-11-09 12:00,0.17,LONG,15807.13,14996.46,-411.78,-5.32%,LOSS,sell_signal
TRD_000145,2020-11-09 16:00,2020-11-09 20:00,0.17,LONG,15364.61,15323.81,-34.07,-0.47%,LOSS,sell_signal
TRD_000146,2020-11-10 00:00,2020-11-10 04:00,0.17,LONG,15339.51,15270.16,-47.5,-0.65%,LOSS,sell_signal
TRD_000147,2020-11-10 08:00,2020-11-10 12:00,0.17,LONG,15283.82,15162.94,-71.7,-0.99%,LOSS,sell_signal
TRD_000148,2020-11-10 16:00,2020-11-10 20:00,0.17,LONG,15302.53,15292.62,-18.98,-0.26%,LOSS,sell_signal
TRD_000149,2020-11-11 00:00,2020-11-11 04:00,0.17,LONG,15406.52,15395.89,-19.23,-0.27%,LOSS,sell_signal
TRD_000150,2020-11-11 08:00,2020-11-11 12:00,0.17,LONG,15579.15,15662.57,23.89,0.33%,WIN,sell_signal
TRD_000151,2020-11-11 16:00,2020-11-11 20:00,0.17,LONG,15812.32,15679.53,-74.34,-1.04%,LOSS,sell_signal
TRD_000152,2020-11-12 00:00,2020-11-12 04:00,0.17,LONG,15632.83,15857.99,87.73,1.24%,WIN,sell_signal
TRD_000153,2020-11-12 08:00,2020-11-12 12:00,0.17,LONG,15767.28,16120.17,145.96,2.04%,WIN,sell_signal
TRD_000154,2020-11-12 16:00,2020-11-12 20:00,0.17,LONG,16068.63,16286.97,84.67,1.16%,WIN,sell_signal
TRD_000155,2020-11-13 00:00,2020-11-13 04:00,0.17,LONG,16437.92,16248.42,-100.02,-1.35%,LOSS,sell_signal
TRD_000156,2020-11-13 08:00,2020-11-13 12:00,0.17,LONG,16229.87,16095.34,-75.05,-1.03%,LOSS,sell_signal
TRD_000157,2020-11-13 16:00,2020-11-13 20:00,0.17,LONG,16286.88,16315.8,-1.63,-0.02%,LOSS,sell_signal
TRD_000158,2020-11-14 00:00,2020-11-14 04:00,0.17,LONG,16183.47,16084.17,-58.72,-0.81%,LOSS,sell_signal
TRD_000159,2020-11-14 08:00,2020-11-14 12:00,0.17,LONG,15930.22,15947.13,-6.73,-0.09%,LOSS,sell_signal
TRD_000160,2020-11-14 16:00,2020-11-14 20:00,0.17,LONG,15886.09,16065.63,66.5,0.93%,WIN,sell_signal
TRD_000161,2020-11-15 00:00,2020-11-15 04:00,0.17,LONG,15934.25,16026.09,27.15,0.38%,WIN,sell_signal
TRD_000162,2020-11-15 08:00,2020-11-15 12:00,0.17,LONG,15958.51,16022.38,14.49,0.2%,WIN,sell_signal
TRD_000163,2020-11-16 04:00,2020-11-16 08:00,0.17,LONG,16240.58,16230.81,-18.9,-0.26%,LOSS,sell_signal
TRD_000164,2020-11-16 12:00,2020-11-16 16:00,0.17,LONG,16454.94,16773.98,125.88,1.74%,WIN,sell_signal
TRD_000165,2020-11-16 20:00,2020-11-17 00:00,0.17,LONG,16718.58,16568.61,-80.82,-1.1%,LOSS,sell_signal
TRD_000166,2020-11-17 04:00,2020-11-17 08:00,0.17,LONG,16755.03,16989.96,87.56,1.2%,WIN,sell_signal
TRD_000167,2020-11-17 12:00,2020-11-17 16:00,0.17,LONG,17327.39,17679.91,135.23,1.83%,WIN,sell_signal
TRD_000168,2020-11-17 20:00,2020-11-18 00:00,0.17,LONG,17664.68,18025.3,138.23,1.84%,WIN,sell_signal
TRD_000169,2020-11-18 04:00,2020-11-18 08:00,0.17,LONG,18069.12,18244.52,58.91,0.77%,WIN,sell_signal
TRD_000170,2020-11-18 12:00,2020-11-18 16:00,0.17,LONG,17879.24,17654.6,-112.22,-1.46%,LOSS,sell_signal
TRD_000171,2020-11-18 20:00,2020-11-19 00:00,0.17,LONG,17781.45,17910.09,39.72,0.52%,WIN,sell_signal
TRD_000172,2020-11-19 04:00,2020-11-19 08:00,0.17,LONG,17655.23,17760.0,30.01,0.39%,WIN,sell_signal
TRD_000173,2020-11-19 12:00,2020-11-19 16:00,0.17,LONG,18050.41,17950.41,-57.79,-0.75%,LOSS,sell_signal
TRD_000174,2020-11-19 20:00,2020-11-20 00:00,0.17,LONG,17808.16,17949.67,45.2,0.59%,WIN,sell_signal
TRD_000175,2020-11-20 04:00,2020-11-20 08:00,0.17,LONG,18217.46,18258.02,1.72,0.02%,WIN,sell_signal
TRD_000176,2020-11-20 12:00,2020-11-20 16:00,0.17,LONG,18674.16,18621.79,-36.77,-0.48%,LOSS,sell_signal
TRD_000177,2020-11-20 20:00,2020-11-21 00:00,0.17,LONG,18661.27,18653.88,-18.26,-0.24%,LOSS,sell_signal
TRD_000178,2020-11-21 04:00,2020-11-21 08:00,0.17,LONG,18675.59,18525.5,-76.25,-1.0%,LOSS,sell_signal
TRD_000179,2020-11-21 12:00,2020-11-21 16:00,0.17,LONG,18795.65,18674.37,-63.58,-0.84%,LOSS,sell_signal
TRD_000180,2020-11-21 20:00,2020-11-22 00:00,0.17,LONG,18709.41,18554.34,-76.73,-1.03%,LOSS,sell_signal
TRD_000181,2020-11-22 04:00,2020-11-22 08:00,0.17,LONG,18503.86,17882.45,-262.6,-3.55%,LOSS,sell_signal
TRD_000182,2020-11-22 12:00,2020-11-22 16:00,0.17,LONG,18300.89,18568.01,89.63,1.26%,WIN,sell_signal
TRD_000183,2020-11-22 20:00,2020-11-23 00:00,0.17,LONG,18419.95,18363.49,-36.52,-0.51%,LOSS,sell_signal
TRD_000184,2020-11-23 04:00,2020-11-23 08:00,0.17,LONG,18463.67,18562.13,23.88,0.33%,WIN,sell_signal
TRD_000185,2020-11-23 12:00,2020-11-23 16:00,0.17,LONG,18267.34,18438.91,53.17,0.74%,WIN,sell_signal
TRD_000186,2020-11-23 20:00,2020-11-24 00:00,0.17,LONG,18373.51,18333.02,-30.48,-0.42%,LOSS,sell_signal
TRD_000187,2020-11-24 04:00,2020-11-24 08:00,0.17,LONG,18374.87,19059.27,254.35,3.52%,WIN,sell_signal
TRD_000188,2020-11-24 12:00,2020-11-24 16:00,0.17,LONG,19364.38,19154.26,-96.02,-1.28%,LOSS,sell_signal
TRD_000189,2020-11-24 20:00,2020-11-25 00:00,0.17,LONG,19165.76,18802.39,-154.59,-2.09%,LOSS,sell_signal
TRD_000190,2020-11-25 04:00,2020-11-25 08:00,0.17,LONG,18980.82,19275.77,97.75,1.35%,WIN,sell_signal
TRD_000191,2020-11-25 12:00,2020-11-25 16:00,0.17,LONG,19132.58,18975.6,-74.7,-1.02%,LOSS,sell_signal
TRD_000192,2020-11-25 20:00,2020-11-26 00:00,0.17,LONG,18724.73,17922.6,-324.8,-4.48%,LOSS,sell_signal
TRD_000193,2020-11-30 08:00,2020-11-30 12:00,0.17,LONG,18606.53,19286.09,238.85,3.45%,WIN,sell_signal
TRD_000194,2020-11-30 16:00,2020-11-30 20:00,0.17,LONG,19265.76,19689.96,143.27,2.0%,WIN,sell_signal
TRD_000195,2020-12-01 00:00,2020-12-01 04:00,0.17,LONG,19425.57,19509.78,17.03,0.23%,WIN,sell_signal
TRD_000196,2020-12-01 08:00,2020-12-01 12:00,0.17,LONG,19430.83,19257.59,-79.89,-1.09%,LOSS,sell_signal
TRD_000197,2020-12-01 16:00,2020-12-01 20:00,0.17,LONG,19075.51,18759.33,-134.46,-1.86%,LOSS,sell_signal
TRD_000198,2020-12-02 00:00,2020-12-02 04:00,0.17,LONG,18623.84,19118.74,174.55,2.45%,WIN,sell_signal
TRD_000199,2020-12-02 08:00,2020-12-02 12:00,0.17,LONG,19133.05,18885.9,-108.58,-1.49%,LOSS,sell_signal
TRD_000200,2020-12-02 16:00,2020-12-02 20:00,0.17,LONG,19106.83,19198.33,19.98,0.28%,WIN,sell_signal
TRD_000201,2020-12-03 00:00,2020-12-03 04:00,0.17,LONG,19092.73,19202.35,26.89,0.37%,WIN,sell_signal
TRD_000202,2020-12-03 08:00,2020-12-03 12:00,0.17,LONG,19402.32,19529.14,32.72,0.45%,WIN,sell_signal
TRD_000203,2020-12-03 16:00,2020-12-03 20:00,0.17,LONG,19420.11,19416.07,-16.02,-0.22%,LOSS,sell_signal
TRD_000204,2020-12-04 00:00,2020-12-04 04:00,0.17,LONG,19168.37,19278.15,26.95,0.37%,WIN,sell_signal
